scenario,outcome,stat,year,value
scenario_offer-25.0_accept-75.0,pill,upper,2023,0.024304963329353575
scenario_offer-25.0_accept-75.0,pill,upper,2024,0.016089813800657174
scenario_offer-25.0_accept-75.0,pill,upper,2025,0.016580668604651162
scenario_offer-25.0_accept-75.0,pill,upper,2026,0.016346596893101632
scenario_offer-25.0_accept-75.0,pill,upper,2027,0.011815520369454066
scenario_offer-25.0_accept-75.0,pill,upper,2028,0.020719476744186047
scenario_offer-25.0_accept-75.0,pill,upper,2029,0.011492937741655489
scenario_offer-25.0_accept-75.0,pill,upper,2030,0.015262924705048357
scenario_offer-25.0_accept-75.0,pill,upper,2031,0.01135670731707317
scenario_offer-25.0_accept-75.0,pill,upper,2032,0.01786291131621188
scenario_offer-25.0_accept-75.0,hmb,mean,2000,0.4677469135802469
scenario_offer-25.0_accept-75.0,hmb,mean,2001,0.44005940134067834
scenario_offer-25.0_accept-75.0,hmb,mean,2002,0.4144787397540983
scenario_offer-25.0_accept-75.0,hmb,mean,2003,0.3812554872695347
scenario_offer-25.0_accept-75.0,hmb,mean,2004,0.34681603773584907
scenario_offer-25.0_accept-75.0,hmb,mean,2005,0.3347792837930489
scenario_offer-25.0_accept-75.0,hmb,mean,2006,0.31488157769076497
scenario_offer-25.0_accept-75.0,hmb,mean,2007,0.3147705121389332
scenario_offer-25.0_accept-75.0,hmb,mean,2008,0.29541378954962383
scenario_offer-25.0_accept-75.0,hmb,mean,2009,0.2871015790805896
scenario_offer-25.0_accept-75.0,hmb,mean,2010,0.27997400385460086
scenario_offer-25.0_accept-75.0,hmb,mean,2011,0.270517415678706
scenario_offer-25.0_accept-75.0,hmb,mean,2012,0.2730510486743174
scenario_offer-25.0_accept-75.0,hmb,mean,2013,0.27493351063829785
scenario_offer-25.0_accept-75.0,hmb,mean,2014,0.27736122073138647
scenario_offer-25.0_accept-75.0,hmb,mean,2015,0.28177133747081934
scenario_offer-25.0_accept-75.0,hmb,mean,2016,0.28077647608833156
scenario_offer-25.0_accept-75.0,hmb,mean,2017,0.26755858314192793
scenario_offer-25.0_accept-75.0,hmb,mean,2018,0.27216486423647546
scenario_offer-25.0_accept-75.0,hmb,mean,2019,0.25834291593536285
scenario_offer-25.0_accept-75.0,hmb,mean,2020,0.25953525641025643
scenario_offer-25.0_accept-75.0,hmb,mean,2021,0.26328134572633866
scenario_offer-25.0_accept-75.0,hmb,mean,2022,0.2543613259603713
scenario_offer-25.0_accept-75.0,hmb,mean,2023,0.2505884359542896
scenario_offer-25.0_accept-75.0,hmb,mean,2024,0.22879489987923723
scenario_offer-25.0_accept-75.0,hmb,mean,2025,0.2259671288014311
scenario_offer-25.0_accept-75.0,hmb,mean,2026,0.22612230121116378
scenario_offer-25.0_accept-75.0,hmb,mean,2027,0.21463796800263896
scenario_offer-25.0_accept-75.0,hmb,mean,2028,0.21927217915590008
scenario_offer-25.0_accept-75.0,hmb,mean,2029,0.23164207369999212
scenario_offer-25.0_accept-75.0,hmb,mean,2030,0.22057319357942173
scenario_offer-25.0_accept-75.0,hmb,mean,2031,0.22111973392461198
scenario_offer-25.0_accept-75.0,hmb,mean,2032,0.23295545746388444
scenario_offer-25.0_accept-75.0,hmb,lower,2000,0.44297067901234566
scenario_offer-25.0_accept-75.0,hmb,lower,2001,0.4181568162208801
scenario_offer-25.0_accept-75.0,hmb,lower,2002,0.3955286244877049
scenario_offer-25.0_accept-75.0,hmb,lower,2003,0.35227172958735736
scenario_offer-25.0_accept-75.0,hmb,lower,2004,0.31421580188679243
scenario_offer-25.0_accept-75.0,hmb,lower,2005,0.3054315436949528
scenario_offer-25.0_accept-75.0,hmb,lower,2006,0.2917575923980517
scenario_offer-25.0_accept-75.0,hmb,lower,2007,0.2907385256069467
scenario_offer-25.0_accept-75.0,hmb,lower,2008,0.28186334123466966
scenario_offer-25.0_accept-75.0,hmb,lower,2009,0.2769327187055823
scenario_offer-25.0_accept-75.0,hmb,lower,2010,0.269222580789745
scenario_offer-25.0_accept-75.0,hmb,lower,2011,0.2517025089605735
scenario_offer-25.0_accept-75.0,hmb,lower,2012,0.26102097348634745
scenario_offer-25.0_accept-75.0,hmb,lower,2013,0.26893284574468085
scenario_offer-25.0_accept-75.0,hmb,lower,2014,0.26267758484609316
scenario_offer-25.0_accept-75.0,hmb,lower,2015,0.2675859761999658
scenario_offer-25.0_accept-75.0,hmb,lower,2016,0.2691539133184831
scenario_offer-25.0_accept-75.0,hmb,lower,2017,0.25385411963328686
scenario_offer-25.0_accept-75.0,hmb,lower,2018,0.2610283906319712
scenario_offer-25.0_accept-75.0,hmb,lower,2019,0.2538927555528657
scenario_offer-25.0_accept-75.0,hmb,lower,2020,0.25276041666666665
scenario_offer-25.0_accept-75.0,hmb,lower,2021,0.2627991037826673
scenario_offer-25.0_accept-75.0,hmb,lower,2022,0.2462502858684243
scenario_offer-25.0_accept-75.0,hmb,lower,2023,0.23840354767184035
scenario_offer-25.0_accept-75.0,hmb,lower,2024,0.22181270536692224
scenario_offer-25.0_accept-75.0,hmb,lower,2025,0.21455417039355992
scenario_offer-25.0_accept-75.0,hmb,lower,2026,0.2158200039494471
scenario_offer-25.0_accept-75.0,hmb,lower,2027,0.20294120072571334
scenario_offer-25.0_accept-75.0,hmb,lower,2028,0.21327842377260983
scenario_offer-25.0_accept-75.0,hmb,lower,2029,0.22778900023672374
scenario_offer-25.0_accept-75.0,hmb,lower,2030,0.2160947389741253
scenario_offer-25.0_accept-75.0,hmb,lower,2031,0.21959257206208427
scenario_offer-25.0_accept-75.0,hmb,lower,2032,0.22370134430176566
scenario_offer-25.0_accept-75.0,hmb,upper,2000,0.4925231481481481
scenario_offer-25.0_accept-75.0,hmb,upper,2001,0.46196198646047654
scenario_offer-25.0_accept-75.0,hmb,upper,2002,0.4334288550204918
scenario_offer-25.0_accept-75.0,hmb,upper,2003,0.410239244951712
scenario_offer-25.0_accept-75.0,hmb,upper,2004,0.3794162735849057
scenario_offer-25.0_accept-75.0,hmb,upper,2005,0.364127023891145
scenario_offer-25.0_accept-75.0,hmb,upper,2006,0.3380055629834782
scenario_offer-25.0_accept-75.0,hmb,upper,2007,0.3388024986709197
scenario_offer-25.0_accept-75.0,hmb,upper,2008,0.308964237864578
scenario_offer-25.0_accept-75.0,hmb,upper,2009,0.2972704394555969
scenario_offer-25.0_accept-75.0,hmb,upper,2010,0.29072542691945674
scenario_offer-25.0_accept-75.0,hmb,upper,2011,0.28933232239683854
scenario_offer-25.0_accept-75.0,hmb,upper,2012,0.2850811238622873
scenario_offer-25.0_accept-75.0,hmb,upper,2013,0.2809341755319149
scenario_offer-25.0_accept-75.0,hmb,upper,2014,0.2920448566166798
scenario_offer-25.0_accept-75.0,hmb,upper,2015,0.29595669874167285
scenario_offer-25.0_accept-75.0,hmb,upper,2016,0.29239903885818
scenario_offer-25.0_accept-75.0,hmb,upper,2017,0.281263046650569
scenario_offer-25.0_accept-75.0,hmb,upper,2018,0.28330133784097977
scenario_offer-25.0_accept-75.0,hmb,upper,2019,0.2627930763178599
scenario_offer-25.0_accept-75.0,hmb,upper,2020,0.26631009615384615
scenario_offer-25.0_accept-75.0,hmb,upper,2021,0.26376358767001
scenario_offer-25.0_accept-75.0,hmb,upper,2022,0.26247236605231833
scenario_offer-25.0_accept-75.0,hmb,upper,2023,0.2627733242367389
scenario_offer-25.0_accept-75.0,hmb,upper,2024,0.2357770943915522
scenario_offer-25.0_accept-75.0,hmb,upper,2025,0.23738008720930232
scenario_offer-25.0_accept-75.0,hmb,upper,2026,0.23642459847288047
scenario_offer-25.0_accept-75.0,hmb,upper,2027,0.22633473527956458
scenario_offer-25.0_accept-75.0,hmb,upper,2028,0.22526593453919033
scenario_offer-25.0_accept-75.0,hmb,upper,2029,0.23549514716326048
scenario_offer-25.0_accept-75.0,hmb,upper,2030,0.2250516481847182
scenario_offer-25.0_accept-75.0,hmb,upper,2031,0.22264689578713967
scenario_offer-25.0_accept-75.0,hmb,upper,2032,0.2422095706260032
scenario_offer-25.0_accept-75.0,poor_mh,mean,2000,0.39549897119341565
scenario_offer-25.0_accept-75.0,poor_mh,mean,2001,0.39487787880799097
scenario_offer-25.0_accept-75.0,poor_mh,mean,2002,0.3977010758196721
scenario_offer-25.0_accept-75.0,poor_mh,mean,2003,0.4111062335381914
scenario_offer-25.0_accept-75.0,poor_mh,mean,2004,0.4041897891231965
scenario_offer-25.0_accept-75.0,poor_mh,mean,2005,0.42803649596540266
scenario_offer-25.0_accept-75.0,poor_mh,mean,2006,0.4209304268933244
scenario_offer-25.0_accept-75.0,poor_mh,mean,2007,0.43102627148679784
scenario_offer-25.0_accept-75.0,poor_mh,mean,2008,0.3852107595588993
scenario_offer-25.0_accept-75.0,poor_mh,mean,2009,0.3946533226893047
scenario_offer-25.0_accept-75.0,poor_mh,mean,2010,0.4042848818968222
scenario_offer-25.0_accept-75.0,poor_mh,mean,2011,0.39440308795147505
scenario_offer-25.0_accept-75.0,poor_mh,mean,2012,0.3894024535021765
scenario_offer-25.0_accept-75.0,poor_mh,mean,2013,0.41039047388781436
scenario_offer-25.0_accept-75.0,poor_mh,mean,2014,0.39892279809406883
scenario_offer-25.0_accept-75.0,poor_mh,mean,2015,0.3730285258782668
scenario_offer-25.0_accept-75.0,poor_mh,mean,2016,0.3817238676676842
scenario_offer-25.0_accept-75.0,poor_mh,mean,2017,0.39632370744092604
scenario_offer-25.0_accept-75.0,poor_mh,mean,2018,0.4261862420430195
scenario_offer-25.0_accept-75.0,poor_mh,mean,2019,0.39716455849422017
scenario_offer-25.0_accept-75.0,poor_mh,mean,2020,0.4200498575498576
scenario_offer-25.0_accept-75.0,poor_mh,mean,2021,0.388559225612211
scenario_offer-25.0_accept-75.0,poor_mh,mean,2022,0.4097799252930518
scenario_offer-25.0_accept-75.0,poor_mh,mean,2023,0.3884871226334641
scenario_offer-25.0_accept-75.0,poor_mh,mean,2024,0.40038756424298594
scenario_offer-25.0_accept-75.0,poor_mh,mean,2025,0.37463103756708405
scenario_offer-25.0_accept-75.0,poor_mh,mean,2026,0.3898872213445673
scenario_offer-25.0_accept-75.0,poor_mh,mean,2027,0.3963521908846006
scenario_offer-25.0_accept-75.0,poor_mh,mean,2028,0.39566106804478895
scenario_offer-25.0_accept-75.0,poor_mh,mean,2029,0.4024803387779794
scenario_offer-25.0_accept-75.0,poor_mh,mean,2030,0.4007772545445339
scenario_offer-25.0_accept-75.0,poor_mh,mean,2031,0.3794068736141907
scenario_offer-25.0_accept-75.0,poor_mh,mean,2032,0.3807208065810594
scenario_offer-25.0_accept-75.0,poor_mh,lower,2000,0.3872646604938272
scenario_offer-25.0_accept-75.0,poor_mh,lower,2001,0.35847340213712087
scenario_offer-25.0_accept-75.0,poor_mh,lower,2002,0.38586866034836065
scenario_offer-25.0_accept-75.0,poor_mh,lower,2003,0.41048068481123795
scenario_offer-25.0_accept-75.0,poor_mh,lower,2004,0.39741537180910097
scenario_offer-25.0_accept-75.0,poor_mh,lower,2005,0.41841675017140445
scenario_offer-25.0_accept-75.0,poor_mh,lower,2006,0.40037514325279344
scenario_offer-25.0_accept-75.0,poor_mh,lower,2007,0.4246763135743399
scenario_offer-25.0_accept-75.0,poor_mh,lower,2008,0.3808734412037514
scenario_offer-25.0_accept-75.0,poor_mh,lower,2009,0.38603360657333674
scenario_offer-25.0_accept-75.0,poor_mh,lower,2010,0.37469185603513966
scenario_offer-25.0_accept-75.0,poor_mh,lower,2011,0.3874620898814447
scenario_offer-25.0_accept-75.0,poor_mh,lower,2012,0.37775583696082315
scenario_offer-25.0_accept-75.0,poor_mh,lower,2013,0.40105929642166344
scenario_offer-25.0_accept-75.0,poor_mh,lower,2014,0.38687735683592034
scenario_offer-25.0_accept-75.0,poor_mh,lower,2015,0.3631569207994078
scenario_offer-25.0_accept-75.0,poor_mh,lower,2016,0.36895831614553254
scenario_offer-25.0_accept-75.0,poor_mh,lower,2017,0.3918788485574249
scenario_offer-25.0_accept-75.0,poor_mh,lower,2018,0.4204493612422001
scenario_offer-25.0_accept-75.0,poor_mh,lower,2019,0.3828855232100708
scenario_offer-25.0_accept-75.0,poor_mh,lower,2020,0.4080395299145299
scenario_offer-25.0_accept-75.0,poor_mh,lower,2021,0.34534037003973467
scenario_offer-25.0_accept-75.0,poor_mh,lower,2022,0.37192097717157385
scenario_offer-25.0_accept-75.0,poor_mh,lower,2023,0.38552191710728295
scenario_offer-25.0_accept-75.0,poor_mh,lower,2024,0.3954410649591372
scenario_offer-25.0_accept-75.0,poor_mh,lower,2025,0.3704142441860465
scenario_offer-25.0_accept-75.0,poor_mh,lower,2026,0.3864374890293137
scenario_offer-25.0_accept-75.0,poor_mh,lower,2027,0.3843524932651603
scenario_offer-25.0_accept-75.0,poor_mh,lower,2028,0.36723675710594317
scenario_offer-25.0_accept-75.0,poor_mh,lower,2029,0.3848366606170599
scenario_offer-25.0_accept-75.0,poor_mh,lower,2030,0.38622829004000203
scenario_offer-25.0_accept-75.0,poor_mh,lower,2031,0.3749570399113082
scenario_offer-25.0_accept-75.0,poor_mh,lower,2032,0.37555289426163724
scenario_offer-25.0_accept-75.0,poor_mh,upper,2000,0.4037332818930041
scenario_offer-25.0_accept-75.0,poor_mh,upper,2001,0.43128235547886107
scenario_offer-25.0_accept-75.0,poor_mh,upper,2002,0.4095334912909836
scenario_offer-25.0_accept-75.0,poor_mh,upper,2003,0.41173178226514484
scenario_offer-25.0_accept-75.0,poor_mh,upper,2004,0.4109642064372919
scenario_offer-25.0_accept-75.0,poor_mh,upper,2005,0.4376562417594009
scenario_offer-25.0_accept-75.0,poor_mh,upper,2006,0.4414857105338554
scenario_offer-25.0_accept-75.0,poor_mh,upper,2007,0.43737622939925574
scenario_offer-25.0_accept-75.0,poor_mh,upper,2008,0.3895480779140472
scenario_offer-25.0_accept-75.0,poor_mh,upper,2009,0.40327303880527265
scenario_offer-25.0_accept-75.0,poor_mh,upper,2010,0.43387790775850477
scenario_offer-25.0_accept-75.0,poor_mh,upper,2011,0.4013440860215054
scenario_offer-25.0_accept-75.0,poor_mh,upper,2012,0.40104907004352985
scenario_offer-25.0_accept-75.0,poor_mh,upper,2013,0.4197216513539652
scenario_offer-25.0_accept-75.0,poor_mh,upper,2014,0.41096823935221727
scenario_offer-25.0_accept-75.0,poor_mh,upper,2015,0.3829001309571258
scenario_offer-25.0_accept-75.0,poor_mh,upper,2016,0.3944894191898358
scenario_offer-25.0_accept-75.0,poor_mh,upper,2017,0.40076856632442726
scenario_offer-25.0_accept-75.0,poor_mh,upper,2018,0.43192312284383894
scenario_offer-25.0_accept-75.0,poor_mh,upper,2019,0.41144359377836953
scenario_offer-25.0_accept-75.0,poor_mh,upper,2020,0.4320601851851852
scenario_offer-25.0_accept-75.0,poor_mh,upper,2021,0.4317780811846873
scenario_offer-25.0_accept-75.0,poor_mh,upper,2022,0.44763887341452974
scenario_offer-25.0_accept-75.0,poor_mh,upper,2023,0.39145232815964526
scenario_offer-25.0_accept-75.0,poor_mh,upper,2024,0.4053340635268346
scenario_offer-25.0_accept-75.0,poor_mh,upper,2025,0.37884783094812163
scenario_offer-25.0_accept-75.0,poor_mh,upper,2026,0.39333695365982096
scenario_offer-25.0_accept-75.0,poor_mh,upper,2027,0.40835188850404086
scenario_offer-25.0_accept-75.0,poor_mh,upper,2028,0.4240853789836348
scenario_offer-25.0_accept-75.0,poor_mh,upper,2029,0.42012401693889895
scenario_offer-25.0_accept-75.0,poor_mh,upper,2030,0.41532621904906575
scenario_offer-25.0_accept-75.0,poor_mh,upper,2031,0.38385670731707316
scenario_offer-25.0_accept-75.0,poor_mh,upper,2032,0.38588871890048154
scenario_offer-25.0_accept-75.0,anemic,mean,2000,0.2650977366255144
scenario_offer-25.0_accept-75.0,anemic,mean,2001,0.22803975575761598
scenario_offer-25.0_accept-75.0,anemic,mean,2002,0.24266777663934427
scenario_offer-25.0_accept-75.0,anemic,mean,2003,0.22399034240561896
scenario_offer-25.0_accept-75.0,anemic,mean,2004,0.23491953385127634
scenario_offer-25.0_accept-75.0,anemic,mean,2005,0.21647724276145774
scenario_offer-25.0_accept-75.0,anemic,mean,2006,0.2595084041638812
scenario_offer-25.0_accept-75.0,anemic,mean,2007,0.20455099237993973
scenario_offer-25.0_accept-75.0,anemic,mean,2008,0.23919406369164176
scenario_offer-25.0_accept-75.0,anemic,mean,2009,0.2544052649000175
scenario_offer-25.0_accept-75.0,anemic,mean,2010,0.23352606337680964
scenario_offer-25.0_accept-75.0,anemic,mean,2011,0.22388901421159485
scenario_offer-25.0_accept-75.0,anemic,mean,2012,0.2107597942223981
scenario_offer-25.0_accept-75.0,anemic,mean,2013,0.2564676015473888
scenario_offer-25.0_accept-75.0,anemic,mean,2014,0.2169969890964366
scenario_offer-25.0_accept-75.0,anemic,mean,2015,0.24189346922507543
scenario_offer-25.0_accept-75.0,anemic,mean,2016,0.24641806231609054
scenario_offer-25.0_accept-75.0,anemic,mean,2017,0.23053717845527655
scenario_offer-25.0_accept-75.0,anemic,mean,2018,0.2331764454526603
scenario_offer-25.0_accept-75.0,anemic,mean,2019,0.2286509713732373
scenario_offer-25.0_accept-75.0,anemic,mean,2020,0.20316951566951566
scenario_offer-25.0_accept-75.0,anemic,mean,2021,0.23686744035428592
scenario_offer-25.0_accept-75.0,anemic,mean,2022,0.20708308655802687
scenario_offer-25.0_accept-75.0,anemic,mean,2023,0.2513218488828245
scenario_offer-25.0_accept-75.0,anemic,mean,2024,0.20734406156092905
scenario_offer-25.0_accept-75.0,anemic,mean,2025,0.23282647584973165
scenario_offer-25.0_accept-75.0,anemic,mean,2026,0.23066965069334738
scenario_offer-25.0_accept-75.0,anemic,mean,2027,0.22194183297597447
scenario_offer-25.0_accept-75.0,anemic,mean,2028,0.23083010335917314
scenario_offer-25.0_accept-75.0,anemic,mean,2029,0.22936952576343406
scenario_offer-25.0_accept-75.0,anemic,mean,2030,0.24068560433439667
scenario_offer-25.0_accept-75.0,anemic,mean,2031,0.2257760532150776
scenario_offer-25.0_accept-75.0,anemic,mean,2032,0.20049157303370785
scenario_offer-25.0_accept-75.0,anemic,lower,2000,0.2517322530864198
scenario_offer-25.0_accept-75.0,anemic,lower,2001,0.21775444680427422
scenario_offer-25.0_accept-75.0,anemic,lower,2002,0.2162349513319672
scenario_offer-25.0_accept-75.0,anemic,lower,2003,0.2132517559262511
scenario_offer-25.0_accept-75.0,anemic,lower,2004,0.2143195061043285
scenario_offer-25.0_accept-75.0,anemic,lower,2005,0.19880972786245452
scenario_offer-25.0_accept-75.0,anemic,lower,2006,0.24084704182981567
scenario_offer-25.0_accept-75.0,anemic,lower,2007,0.1957494351408825
scenario_offer-25.0_accept-75.0,anemic,lower,2008,0.23352519839224983
scenario_offer-25.0_accept-75.0,anemic,lower,2009,0.2310432446114605
scenario_offer-25.0_accept-75.0,anemic,lower,2010,0.23134597283851016
scenario_offer-25.0_accept-75.0,anemic,lower,2011,0.21735280848184074
scenario_offer-25.0_accept-75.0,anemic,lower,2012,0.1978237039968342
scenario_offer-25.0_accept-75.0,anemic,lower,2013,0.24492565280464218
scenario_offer-25.0_accept-75.0,anemic,lower,2014,0.1919271975211202
scenario_offer-25.0_accept-75.0,anemic,lower,2015,0.22375270454933666
scenario_offer-25.0_accept-75.0,anemic,lower,2016,0.24556898495723675
scenario_offer-25.0_accept-75.0,anemic,lower,2017,0.2139078113037162
scenario_offer-25.0_accept-75.0,anemic,lower,2018,0.2287349893488001
scenario_offer-25.0_accept-75.0,anemic,lower,2019,0.214162077104642
scenario_offer-25.0_accept-75.0,anemic,lower,2020,0.1860844017094017
scenario_offer-25.0_accept-75.0,anemic,lower,2021,0.21687934324073588
scenario_offer-25.0_accept-75.0,anemic,lower,2022,0.20307491805105168
scenario_offer-25.0_accept-75.0,anemic,lower,2023,0.24427340951731194
scenario_offer-25.0_accept-75.0,anemic,lower,2024,0.20723467295756454
scenario_offer-25.0_accept-75.0,anemic,lower,2025,0.23087209302325581
scenario_offer-25.0_accept-75.0,anemic,lower,2026,0.22989841144461995
scenario_offer-25.0_accept-75.0,anemic,lower,2027,0.17900406839298477
scenario_offer-25.0_accept-75.0,anemic,lower,2028,0.21921592377260982
scenario_offer-25.0_accept-75.0,anemic,lower,2029,0.22451195454904127
scenario_offer-25.0_accept-75.0,anemic,lower,2030,0.23916071699832903
scenario_offer-25.0_accept-75.0,anemic,lower,2031,0.21139966740576496
scenario_offer-25.0_accept-75.0,anemic,lower,2032,0.18814957865168538
scenario_offer-25.0_accept-75.0,anemic,upper,2000,0.27846322016460906
scenario_offer-25.0_accept-75.0,anemic,upper,2001,0.23832506471095774
scenario_offer-25.0_accept-75.0,anemic,upper,2002,0.2691006019467213
scenario_offer-25.0_accept-75.0,anemic,upper,2003,0.23472892888498684
scenario_offer-25.0_accept-75.0,anemic,upper,2004,0.2555195615982242
scenario_offer-25.0_accept-75.0,anemic,upper,2005,0.23414475766046094
scenario_offer-25.0_accept-75.0,anemic,upper,2006,0.27816976649794667
scenario_offer-25.0_accept-75.0,anemic,upper,2007,0.213352549618997
scenario_offer-25.0_accept-75.0,anemic,upper,2008,0.24486292899103368
scenario_offer-25.0_accept-75.0,anemic,upper,2009,0.2777672851885746
scenario_offer-25.0_accept-75.0,anemic,upper,2010,0.23570615391510913
scenario_offer-25.0_accept-75.0,anemic,upper,2011,0.23042521994134899
scenario_offer-25.0_accept-75.0,anemic,upper,2012,0.223695884447962
scenario_offer-25.0_accept-75.0,anemic,upper,2013,0.2680095502901354
scenario_offer-25.0_accept-75.0,anemic,upper,2014,0.24206678067175302
scenario_offer-25.0_accept-75.0,anemic,upper,2015,0.2600342339008142
scenario_offer-25.0_accept-75.0,anemic,upper,2016,0.24726713967494432
scenario_offer-25.0_accept-75.0,anemic,upper,2017,0.24716654560683693
scenario_offer-25.0_accept-75.0,anemic,upper,2018,0.2376179015565205
scenario_offer-25.0_accept-75.0,anemic,upper,2019,0.2431398656418326
scenario_offer-25.0_accept-75.0,anemic,upper,2020,0.22025462962962963
scenario_offer-25.0_accept-75.0,anemic,upper,2021,0.25685553746783596
scenario_offer-25.0_accept-75.0,anemic,upper,2022,0.2110912550650021
scenario_offer-25.0_accept-75.0,anemic,upper,2023,0.258370288248337
scenario_offer-25.0_accept-75.0,anemic,upper,2024,0.20745345016429353
scenario_offer-25.0_accept-75.0,anemic,upper,2025,0.23478085867620752
scenario_offer-25.0_accept-75.0,anemic,upper,2026,0.2314408899420748
scenario_offer-25.0_accept-75.0,anemic,upper,2027,0.26487959755896423
scenario_offer-25.0_accept-75.0,anemic,upper,2028,0.24244428294573644
scenario_offer-25.0_accept-75.0,anemic,upper,2029,0.23422709697782687
scenario_offer-25.0_accept-75.0,anemic,upper,2030,0.24221049167046432
scenario_offer-25.0_accept-75.0,anemic,upper,2031,0.24015243902439024
scenario_offer-25.0_accept-75.0,anemic,upper,2032,0.21283356741573034
scenario_offer-25.0_accept-75.0,pain,mean,2000,0.19873971193415638
scenario_offer-25.0_accept-75.0,pain,mean,2001,0.22399117276166458
scenario_offer-25.0_accept-75.0,pain,mean,2002,0.19425589139344263
scenario_offer-25.0_accept-75.0,pain,mean,2003,0.20700907228563067
scenario_offer-25.0_accept-75.0,pain,mean,2004,0.15867785793562708
scenario_offer-25.0_accept-75.0,pain,mean,2005,0.1562944992352724
scenario_offer-25.0_accept-75.0,pain,mean,2006,0.16635230636997422
scenario_offer-25.0_accept-75.0,pain,mean,2007,0.17302963849016478
scenario_offer-25.0_accept-75.0,pain,mean,2008,0.15561681954034834
scenario_offer-25.0_accept-75.0,pain,mean,2009,0.17168363870013045
scenario_offer-25.0_accept-75.0,pain,mean,2010,0.16469902738559455
scenario_offer-25.0_accept-75.0,pain,mean,2011,0.1434067724390305
scenario_offer-25.0_accept-75.0,pain,mean,2012,0.17063711911357343
scenario_offer-25.0_accept-75.0,pain,mean,2013,0.16465183752417795
scenario_offer-25.0_accept-75.0,pain,mean,2014,0.1568885381040077
scenario_offer-25.0_accept-75.0,pain,mean,2015,0.14396743153219838
scenario_offer-25.0_accept-75.0,pain,mean,2016,0.177831862057586
scenario_offer-25.0_accept-75.0,pain,mean,2017,0.15858183317301083
scenario_offer-25.0_accept-75.0,pain,mean,2018,0.16768570477010375
scenario_offer-25.0_accept-75.0,pain,mean,2019,0.18331719421412576
scenario_offer-25.0_accept-75.0,pain,mean,2020,0.1605798907882241
scenario_offer-25.0_accept-75.0,pain,mean,2021,0.14625671725393408
scenario_offer-25.0_accept-75.0,pain,mean,2022,0.16198037916415003
scenario_offer-25.0_accept-75.0,pain,mean,2023,0.14882028540565126
scenario_offer-25.0_accept-75.0,pain,mean,2024,0.16335551998202602
scenario_offer-25.0_accept-75.0,pain,mean,2025,0.135912343470483
scenario_offer-25.0_accept-75.0,pain,mean,2026,0.15345796032999826
scenario_offer-25.0_accept-75.0,pain,mean,2027,0.15004948045522018
scenario_offer-25.0_accept-75.0,pain,mean,2028,0.16357127476313524
scenario_offer-25.0_accept-75.0,pain,mean,2029,0.1330492648412636
scenario_offer-25.0_accept-75.0,pain,mean,2030,0.14380728138133575
scenario_offer-25.0_accept-75.0,pain,mean,2031,0.12671840354767183
scenario_offer-25.0_accept-75.0,pain,mean,2032,0.15790780497592294
scenario_offer-25.0_accept-75.0,pain,lower,2000,0.1959786522633745
scenario_offer-25.0_accept-75.0,pain,lower,2001,0.21755201765447665
scenario_offer-25.0_accept-75.0,pain,lower,2002,0.18412685706967213
scenario_offer-25.0_accept-75.0,pain,lower,2003,0.1875892595844308
scenario_offer-25.0_accept-75.0,pain,lower,2004,0.13017653995560488
scenario_offer-25.0_accept-75.0,pain,lower,2005,0.14880412425504985
scenario_offer-25.0_accept-75.0,pain,lower,2006,0.143114912615796
scenario_offer-25.0_accept-75.0,pain,lower,2007,0.17178279505582136
scenario_offer-25.0_accept-75.0,pain,lower,2008,0.13955503452540452
scenario_offer-25.0_accept-75.0,pain,lower,2009,0.15609970988531707
scenario_offer-25.0_accept-75.0,pain,lower,2010,0.1556976379364439
scenario_offer-25.0_accept-75.0,pain,lower,2011,0.1208455522971652
scenario_offer-25.0_accept-75.0,pain,lower,2012,0.14274238227146815
scenario_offer-25.0_accept-75.0,pain,lower,2013,0.15936895551257252
scenario_offer-25.0_accept-75.0,pain,lower,2014,0.15109839515916862
scenario_offer-25.0_accept-75.0,pain,lower,2015,0.1429126572908956
scenario_offer-25.0_accept-75.0,pain,lower,2016,0.1621173995544922
scenario_offer-25.0_accept-75.0,pain,lower,2017,0.15792909165865054
scenario_offer-25.0_accept-75.0,pain,lower,2018,0.1565940039085819
scenario_offer-25.0_accept-75.0,pain,lower,2019,0.17831220117412092
scenario_offer-25.0_accept-75.0,pain,lower,2020,0.14642405626780627
scenario_offer-25.0_accept-75.0,pain,lower,2021,0.13033441859650965
scenario_offer-25.0_accept-75.0,pain,lower,2022,0.14581400667319522
scenario_offer-25.0_accept-75.0,pain,lower,2023,0.14183125817272157
scenario_offer-25.0_accept-75.0,pain,lower,2024,0.15467380009548687
scenario_offer-25.0_accept-75.0,pain,lower,2025,0.13468023255813952
scenario_offer-25.0_accept-75.0,pain,lower,2026,0.14841363875724065
scenario_offer-25.0_accept-75.0,pain,lower,2027,0.14899183572488867
scenario_offer-25.0_accept-75.0,pain,lower,2028,0.16282972652885444
scenario_offer-25.0_accept-75.0,pain,lower,2029,0.12404376758988928
scenario_offer-25.0_accept-75.0,pain,lower,2030,0.13604093878171047
scenario_offer-25.0_accept-75.0,pain,lower,2031,0.11860864745011086
scenario_offer-25.0_accept-75.0,pain,lower,2032,0.15421235453451043
scenario_offer-25.0_accept-75.0,pain,upper,2000,0.20150077160493826
scenario_offer-25.0_accept-75.0,pain,upper,2001,0.23043032786885248
